SNP ID,№ каталога ВИР,Дата посева,Посев-начало всходов (дней),Начало всходов-начало цветения (дней),Начало всходов-конец цветения (дней),Начало цветения-конец цветения (дней),Начало цветения- начало созревания (дней),Начало всходов- начало созревания (дней),Начало всходов- полное созревание (дней),Начало созревания-полное созревание (дней),Цветок - окраска,Стебель окраска,Форма куста,Размер листочка,Цветоножка (окраска),Аскохитоз (поражение),Аскохитоз (устойчивость),Стебель- ветвистость (балл),Стебель  длина ветвей 1-го порядка,Стебель - характер ветвления (ветви 1-го порядка),Стебель - характер ветвления (ветви 2-го порядка),Осыпаемость бобов,Растрескиваемость бобов,Ptht 1,Ptht 2,Ptht 3,Ptht 4,Ptht 5,Hlp 1,Hlp 2,Hlp 3,Hlp 4,Hlp 5,Byld 1,Byld 2,Byld 3,Byld 4,Byld 5,WpWp 1,WpWp 2,WpWp 3,WpWp 4,WpWp 5,PPP 1,PPP 2,PPP 3,PPP 4,PPP 5,SPP 1,SPP 2,SPP 3,SPP 4,SPP 5,SYDS 1,SYDS 2,SYDS 3,SYDS 4,SYDS 5,PodSH,PDL 1,PDL 2,PDL 3,PDL 4,PDL 5,PDW 1,PDW 2,PDW 3,PDW 4,PDW 5,SSH,SCO,TSW
VIR0669,669,2016-04-28,8,39,53,14,40,79,97,18,1,3,3,5,3,5,5,7,5,7,5,2,1,67,60,53,60,55,23,17,21,27,20,25.9,47.1,42.7,57,101.4,16.8,25.9,22.2,27.3,42.7,18,47,47,72,173,10,31,24,37,88,4,10.8,9.8,18.1,40.9,5,24,27,29,25,25,12,13,15,13,12,3,1,335
VIR0676,676,2016-04-28,8,39,53,14,42,81,98,17,1,3,5,5,3,7,3,9,5,7,7,2,1,55,53,70,55,60,20,26,25,27,32,14.1,15.2,45.1,24.6,28.2,10.8,14.4,31.7,18.9,23.6,12,2,32,11,12,3,1,4,8,7,1,0.1,6.6,3.5,2.3,3,40,36,40,40,40,9,9,9,9,9,5,1,400
VIR0691,691,2016-04-28,8,34,53,19,46,80,94,14,3,5,3,5,7,5,5,9,5,7,5,2,1,43,45,43,52,50,18,22,21,17,17,12.4,5.4,9.6,16.7,14.1,6.7,3.7,6.2,9.4,6.6,34,16,28,53,54,35,5,25,43,52,2.9,0.6,2.2,4,3.7,7,20,20,18,17,19,7,7,7,7,9,3,10,105
VIR0704,704,2016-04-28,7,40,54,14,41,81,94,13,3,5,5,5,7,3,7,9,5,7,5,1,1,60,53,55,45,50,23,21,19,19,16,29.2,19.4,26.3,12.2,23.6,11.1,13.5,13.4,6.7,16.1,81,45,63,34,53,68,41,65,28,44,10.6,6.2,10.6,2.9,5,7,20,20,22,20,20,10,10,10,10,10,3,11,180
VIR0735,735,2016-04-28,8,34,53,19,46,80,93,13,3,5,5,3,7,3,7,7,5,7,7,2,1,45,48,60,40,40,18,25,17,13,16,14.2,8.5,27.5,5.6,11.9,5.4,4.3,7.9,2,3.3,36,24,86,23,39,49,24,103,49,21,6.5,3.4,12.6,2.3,4.9,7,21,20,20,20,19,10,9,8,8,8,3,12,155
VIR0736,736,2016-04-28,7,35,54,19,46,81,94,13,3,7,5,3,7,1,9,9,5,7,7,2,1,55,46,60,50,61,18,19,22,12,11,28.5,11.3,12.9,22.4,34.4,9.1,3.5,5.9,6.6,9.7,105,35,40,83,129,119,38,38,100,129,14.3,4.6,4.4,10.9,16.5,7,19,18,19,20,19,10,9,9,9,9,3,10,145
VIR0737,737,2016-04-28,8,34,52,18,45,79,94,15,3,5,3,3,7,3,7,7,3,7,5,2,1,53,40,42,50,45,17,22,21,15,17,19.6,6.5,11,16.9,18.1,6.6,2.2,3.8,4.8,3.4,71,21,38,67,67,64,26,40,80,69,8.3,3.1,4.6,8.9,9.5,7,19,18,18,18,18,9,9,8,9,8,3,13,150
VIR0738,738,2016-04-28,8,39,55,16,41,80,98,18,3,3,5,5,3,5,5,7,3,7,5,2,2,60,57,65,65,60,27,27,35,35,25,23.7,25.5,11.3,14.6,80.3,11.7,14.7,7.7,7.8,40.8,38,98,10,17,127,22,24,10,12,104,7.6,5.3,2,4.4,23.4,7,25,21,25,25,22,11,11,12,11,10,3,11,225
VIR0742,742,2016-04-28,7,35,54,19,46,81,94,13,3,7,5,5,7,1,9,7,3,7,5,2,2,53,42,57,50,50,20,19,21,16,17,16.7,7.7,6.4,25.8,20.3,5,2.5,2.8,5.8,6.5,47,25,15,86,70,56,25,17,98,75,7.7,3.4,2.2,14.1,8.6,7,18,18,18,19,18,8,7,8,8,7,3,10,170
VIR0765,765,2016-04-28,8,35,52,17,43,78,91,13,3,7,5,5,7,1,9,9,3,7,5,2,2,55,55,60,50,60,20,20,17,15,10,17.4,11.7,17.7,16.9,32.5,5.7,4.3,6.9,3.6,9.9,59,38,54,55,146,49,43,38,62,90,7.3,5.2,4.9,9,14,7,18,18,18,18,17,8,8,7,8,6,3,11,145
VIR0773,773,2016-04-28,8,39,60,21,42,81,92,11,3,7,7,3,3,3,7,9,5,1,5,1,1,40,40,50,38,43,21,22,21,19,16,9.3,5.4,8.9,5.7,18,4.8,3.1,4.3,2.8,8.5,42,14,38,23,71,32,11,30,13,42,3,0.8,2.7,1.5,4.2,7,16,15,15,15,16,6,6,6,6,7,3,10,115
VIR0774,774,2016-04-28,8,39,53,14,42,81,98,17,1,3,3,7,3,1,9,9,5,1,5,2,1,60,53,43,60,60,30,27,21,27,26,15.5,30.9,20.3,14.5,106.9,9.5,12.4,10,10.4,42.6,14,39,26,19,128,9,28,15,12,80,4,13.2,4.7,4,35.9,7,24,24,26,25,26,12,12,13,13,12,5,1,415
VIR0776,776,2016-04-28,8,40,52,12,42,82,101,19,1,3,3,5,3,1,9,9,5,1,5,2,1,73,65,63,60,60,40,26,19,27,27,28.9,38.5,30.1,24.4,31.4,19.1,20,19.7,15.3,21.4,28,38,18,18,23,22,28,17,12,14,8.7,9.5,7.4,5.3,5.6,5,30,26,26,24,24,15,15,13,16,12,5,1,415
VIR0787,787,2016-04-28,8,43,67,24,35,78,94,16,3,5,5,5,7,1,9,9,5,1,5,2,2,50,53,56,60,61,30,33,33,28,26,7.6,5.8,11.3,27.3,51.8,3.5,9.3,6.6,11.9,25,10,8,10,39,66,8,6,11,37,67,2.8,1.8,3,10.2,15.1,7,20,19,20,24,20,11,10,10,12,12,7,12,290
VIR0790,790,2016-04-28,8,40,53,13,37,77,92,15,1,3,5,5,3,1,9,9,5,7,7,2,2,60,60,60,60,60,30,33,25,33,32,68.8,33.7,27.7,17.2,22.4,43,16.4,15.6,7.9,9,46,29,22,19,22,39,19,17,19,19,15.9,9.9,7.6,9,8.9,5,26,24,25,24,26,14,15,14,14,15,3,1,410
VIR0794,794,2016-04-28,8,42,63,21,40,82,102,20,1,3,3,5,3,1,9,9,5,7,7,2,2,57,60,60,65,60,28,30,35,35,30,23.7,33.7,21,26.4,47.6,11.8,20.7,13.7,13.8,28,21,28,16,20,26,17,16,15,15,19,8.5,6.8,6.6,7.8,8.7,5,24,25,24,23,23,12,14,13,13,12,3,1,445
VIR0795,795,2016-04-28,8,41,63,22,38,79,96,17,3,3,5,3,7,1,9,9,3,1,5,1,2,53,55,53,56,50,25,27,23,26,27,19.5,9.9,33.3,21.7,16.1,8.7,3.8,10.7,10.6,7.3,36,22,66,39,25,28,19,73,26,32,7.1,4.9,17.4,6.9,7,7,20,22,23,20,25,11,10,11,11,11,3,11,225
VIR0796,796,2016-04-28,8,39,60,21,43,82,94,12,3,3,5,3,3,7,3,9,3,7,5,1,1,50,50,50,55,50,22,25,25,25,20,15,13.6,21,24.2,29.9,8.4,5,10.7,11.7,13.6,20,32,43,44,50,27,35,39,48,62,5.2,6.7,5.6,7,10,7,24,19,22,20,20,12,9,9,9,10,3,11,220
VIR0797,797,2016-04-28,8,37,60,23,45,82,96,14,1,3,5,3,3,7,3,9,3,1,5,2,2,40,53,40,55,50,22,24,19,25,22,11.5,12.5,15,24.2,30.5,8.4,4.4,7.4,12.1,14.5,24,32,43,75,37,14,27,25,49,59,1.5,3.7,3.1,7.3,7.6,7,16,16,15,17,16,6,6,6,6,7,5,1,160
VIR0798,798,2016-04-28,8,43,67,24,38,81,94,13,1,3,5,5,3,1,9,9,3,1,5,2,2,65,53,73,50,36,33,35,35,25,23,61.4,36.9,61.1,16.7,21.4,28,17.6,20.5,6.9,9.2,69,50,86,30,31,44,32,56,17,19,23.7,11.3,27.2,5.6,7.7,7,30,27,28,25,26,12,10,12,10,10,5,1,400
VIR0799,799,2016-04-28,8,39,67,28,44,83,98,15,1,3,3,5,3,7,3,9,3,1,5,2,2,50,50,50,45,50,20,20,27,27,19,15.5,40.9,12.3,7.5,57.7,7.2,13.5,4.9,4,17.2,25,72,24,12,112,22,45,14,8,71,6,15.1,5.3,2.3,24.4,5,24,25,24,25,25,11,13,9,12,14,5,1,150
VIR0801,801,2016-04-28,8,39,60,21,43,82,97,15,3,5,3,3,3,7,3,9,3,1,5,2,1,50,45,60,50,60,23,25,20,22,23,15.7,17.9,22.4,24.8,63.5,6.7,7.7,11.7,9.8,22.3,35,50,37,52,146,38,48,38,51,130,6.4,7.9,6.4,10.3,24.3,7,22,22,22,21,22,9,10,11,11,11,3,11,200
VIR0802,802,2016-04-28,8,39,67,28,47,86,100,14,3,3,3,3,3,7,3,9,3,1,5,1,1,60,55,56,53,45,21,19,27,22,16,46.7,51.1,21.9,42.1,24.4,16.1,20.2,10.6,18.1,8.6,100,100,38,71,51,89,80,35,59,34,20.6,21.4,9.8,16.3,9.4,7,21,24,24,25,23,9,8,10,10,10,7,12,205
VIR0804,804,2016-04-28,9,47,66,19,39,86,102,16,1,3,3,5,3,7,3,9,3,1,5,2,1,53,60,60,60,60,19,21,19,21,19,43.2,85.4,50.3,75.4,88,27.8,63.2,25.1,46.5,32,39,72,56,59,101,24,33,46,34,95,5.7,11.9,17.3,10.4,37.5,7,30,27,27,25,26,13,12,12,12,11,5,1,330
VIR0807,807,2016-04-28,8,38,55,17,42,80,94,14,1,3,5,3,3,7,3,9,3,1,5,2,2,45,43,50,47,45,21,19,24,22,21,18.9,25.3,40.6,20.9,22.8,7,11.7,12.6,6.9,8,60,50,105,49,54,36,36,80,44,40,6.6,6.1,19.5,9.3,9.6,7,18,20,20,20,20,7,9,8,8,8,5,1,190
VIR0810,810,2016-04-28,8,35,55,20,38,73,83,10,1,3,3,5,3,5,5,7,3,1,5,2,1,50,45,50,45,45,27,23,27,27,27,7.4,10.9,6.9,5.3,6.1,4.7,4.6,2.8,3.5,3,15,28,17,7,15,14,32,21,9,12,1.7,3.9,2.7,0.9,1.9,7,20,20,20,20,18,12,9,10,11,9,5,2,135
VIR0813,813,2016-04-28,8,37,55,18,23,60,97,37,1,3,5,5,3,7,3,9,5,7,5,1,2,55,50,55,53,60,21,22,27,22,24,18.4,17.8,17.4,18.6,40.5,11.6,8.2,8.9,7.2,26.7,47,38,45,55,69,37,53,43,56,36,2.9,5.7,4.4,6.1,8.1,7,20,21,18,19,22,9,10,9,7,11,3,1,95
VIR0815,815,2016-04-28,8,38,60,22,44,82,98,16,1,3,5,5,3,5,5,9,5,7,5,2,1,65,45,63,65,53,23,26,27,26,27,22,19.7,9.7,19.3,13.5,9.3,14.3,4.8,12,7.9,72,28,17,31,28,73,14,5,14,12,7.9,2.3,2.1,4.5,2.4,7,18,19,20,19,20,9,10,10,9,10,3,1,125
VIR0816,816,2016-04-28,8,36,60,24,46,82,98,16,1,3,5,5,3,5,5,9,5,7,5,2,1,60,50,53,50,57,25,27,19,20,20,25.9,17,24.7,20.1,26.9,13.3,8.6,10.4,8.2,9.1,79,38,68,53,91,56,43,66,41,69,6.7,5.6,7.9,6.2,11,7,18,20,20,20,19,9,10,10,10,9,3,1,140
VIR0833,833,2016-04-28,8,41,61,20,42,83,100,17,3,3,3,3,7,5,5,9,5,7,7,2,1,50,50,50,50,50,26,26,24,20,26,25.7,16.2,35.4,16.7,21,15.4,6.5,22.6,8.4,12,47,33,103,42,46,36,35,88,33,35,4.8,5.2,14.4,4.4,5.3,7,22,25,24,20,20,10,10,10,10,10,3,14,150
VIR0850,850,2016-04-28,8,39,55,16,43,82,94,12,1,3,3,5,3,5,5,9,3,7,7,2,2,50,50,50,55,55,26,22,24,22,20,18.9,33.7,13.9,25.4,41.7,8.9,16.3,9,13,20.9,29,46,28,36,78,10,31,11,17,45,5.1,9.7,4.1,6.4,12.1,7,26,26,30,25,26,11,12,14,10,10,5,1,190
VIR0851,851,2016-04-28,8,39,60,21,43,82,97,15,3,5,5,5,7,5,5,9,3,7,5,2,2,52,55,50,53,56,19,19,20,22,76,38.6,65.6,42.8,35,26.5,12.9,22.5,13,11.4,8.2,97,143,100,84,60,94,153,116,81,70,15.9,28.4,20.5,13.1,13,7,20,25,22,22,21,8,9,8,8,9,3,10,190
VIR0853,853,2016-04-28,8,39,60,21,42,81,95,14,1,3,3,5,3,7,3,9,3,7,5,2,2,50,57,56,56,40,30,28,26,26,24,25,28.4,25.4,24.7,7.7,9.3,10.1,11.6,9.6,5.1,42,58,49,44,13,20,43,33,28,4,8.7,9.2,7.8,8.7,0.8,7,25,22,25,20,20,12,10,11,10,10,5,1,190
VIR0855,855,2016-04-28,8,40,69,29,43,83,100,17,1,3,3,5,3,5,5,9,3,7,5,2,1,60,45,62,50,50,24,32,30,30,30,63.6,6.1,18.5,26.3,33.7,25.3,2.5,7.4,17.3,14,90,5,28,18,59,13,4,10,7,28,3.2,1.1,4.6,1.8,8.1,5,29,25,25,27,25,14,14,12,13,12,5,1,280
VIR0860,860,2016-04-28,8,39,61,22,45,84,98,14,2,3,5,5,3,3,7,9,3,7,5,2,1,50,50,53,50,50,30,21,25,24,23,14.2,26.3,26.3,11.1,42,8.9,16.5,13.3,10.8,20.2,16,31,56,9,75,13,24,35,8,70,2.8,4.4,6.5,1.3,12,7,22,23,24,22,24,11,10,9,10,11,3,11,220
VIR0862,862,2016-04-28,8,39,60,21,42,81,99,18,1,3,5,5,3,7,3,9,3,7,5,2,1,50,60,55,55,60,36,33,30,30,26,11.2,16.5,14.5,11.7,41.4,5,9.1,11.8,8.2,18,14,22,16,10,59,3,3,4,6,35,0.8,0.8,0.7,1.1,9.8,5,27,27,21,28,30,15,12,12,13,16,3,1,240
VIR0876,876,2016-04-28,8,40,55,15,40,80,92,12,2,3,3,3,3,7,3,9,3,1,5,1,1,46,40,40,43,56,17,25,30,30,38,11.9,4.6,2.9,3.2,11.3,5.7,2.1,1.9,2.5,7.4,27,12,9,8,14,25,8,2,3,12,3.9,1.3,0.3,0.5,2.1,7,22,20,15,20,21,12,11,7,11,12,3,11,165
VIR0880,880,2016-04-28,8,39,55,16,41,80,96,16,3,3,3,3,3,7,3,9,5,7,7,1,1,46,46,50,50,60,26,33,26,28,20,7.7,7.3,7.8,9,23.1,4.9,5.5,4.5,8.3,13.4,12,8,13,4,40,8,6,9,2,14,1.2,0.8,1.5,0.1,2.2,7,21,21,22,22,24,13,12,12,10,12,3,10,200
VIR0881,881,2016-04-28,8,39,60,21,42,81,98,17,2,3,5,5,3,5,5,9,5,7,7,2,1,56,60,60,60,60,28,23,21,21,22,13.5,36.6,21,21.8,17.9,7.5,16.3,13,14,11.3,19,72,26,31,28,9,33,23,14,12,1.8,12.8,5,4,2,7,25,26,27,24,25,10,12,12,11,12,5,10,280
VIR0884,884,2016-04-28,8,40,55,15,40,80,94,14,1,3,3,7,3,5,5,7,5,1,5,2,1,50,50,40,46,46,27,21,21,18,27,14.1,15.9,19.5,21.2,8.3,13.6,11,14.2,11.8,5.9,11,16,17,35,15,5,7,3,20,6,0.6,1.2,0.9,3.4,1.1,7,22,25,24,25,24,12,12,12,10,11,5,1,220
VIR0885,885,2016-04-28,9,41,72,31,40,81,97,16,3,5,5,3,7,7,3,9,5,7,5,1,1,52,46,47,42,50,21,22,31,17,26,27.9,13.2,10.7,17.8,38.8,10.3,7.9,6.3,6.8,19.4,68,25,22,43,78,51,21,13,30,50,10,4,3,6.2,12.6,7,25,23,20,20,23,10,11,10,10,11,3,10,220
VIR0900,900,2016-04-28,8,41,55,14,35,76,88,12,3,5,5,3,7,7,3,9,5,1,5,1,1,40,30,43,40,40,24,19,16,17,14,9,3.5,25.4,10,18.5,3.4,2,9.6,5.9,6.9,40,11,74,24,54,27,13,71,24,74,2.9,1.1,6.5,2.1,7.3,7,20,17,18,17,19,10,8,8,8,8,3,10,125
VIR0905,905,2016-04-28,8,39,61,22,42,81,91,10,1,3,3,5,3,3,7,5,7,7,7,2,2,52,60,63,56,60,27,27,25,25,23,18.8,37.7,84.5,24.8,68.2,10.9,16.3,30.4,10.5,36.1,25,161,58,29,86,14,145,47,33,76,4.5,34.4,11.6,9.8,22.7,7,20,21,20,22,22,10,10,10,9,10,5,1,245
VIR0906,906,2016-04-28,8,37,55,18,39,76,90,14,3,5,5,3,7,1,9,9,3,7,7,2,2,63,60,50,65,55,23,22,28,27,21,39.6,38.3,15.1,22.8,20,16.6,17.1,8.1,10.5,8,96,76,27,74,45,121,115,32,99,54,15.7,16.8,4.1,12.4,7.1,7,19,23,20,20,20,10,10,10,10,9,3,14,165
VIR0914,914,2016-04-28,8,39,60,21,41,80,91,11,2,3,5,3,3,1,9,5,3,1,5,2,2,60,56,56,60,56,20,21,26,20,23,18.7,28.2,30.5,53.5,32.9,9.7,10.6,12.2,14.4,23.5,26,53,62,67,113,22,47,37,48,106,5.6,11.3,10.7,12.1,21.5,7,23,21,22,20,18,10,10,10,10,10,3,10,215
VIR0915,915,2016-04-28,7,40,70,30,45,85,101,16,2,3,3,5,3,1,9,7,5,7,5,2,2,60,60,70,60,70,21,27,20,20,20,16.8,23.2,50.8,37.5,105.1,13.4,13.1,26.9,12.8,44.8,25,34,75,66,292,18,19,62,48,223,3.5,5,17.7,14.5,65.8,7,20,21,20,20,22,10,11,9,10,11,3,10,255
VIR0917,917,2016-04-28,7,40,70,30,45,85,96,11,3,7,3,5,7,3,7,9,5,7,7,2,2,42,41,60,63,50,15,17,20,15,27,31,39.5,18.9,47.4,12,12,13.4,8,13.3,5.9,75,82,34,111,32,48,77,22,74,27,11.5,19.3,6.6,17,7,7,20,22,20,20,20,10,11,9,10,10,3,10,255
VIR0918,918,2016-04-28,8,39,67,28,45,84,102,18,1,3,3,7,3,3,7,9,5,7,7,2,2,60,60,65,50,62,19,27,32,22,21,46.5,13.8,25.2,35.7,62.3,15.5,6.8,7.7,11.1,23.8,55,18,31,51,67,12,3,12,27,42,5.5,1,6.4,12,18,5,26,27,26,27,24,13,13,14,14,12,5,1,390
VIR0919,919,2016-04-28,7,40,56,16,40,80,93,13,2,3,5,5,3,1,9,9,5,7,7,2,2,57,52,50,45,43,23,13,26,17,16,34.3,63.1,16.8,24,26.2,14.9,18.1,3.9,14.2,10.7,54,106,32,46,39,56,118,36,44,39,17.5,31.1,11,12,11.3,7,24,25,23,24,25,11,11,12,11,12,3,10,295
VIR0920,920,2016-04-28,8,37,60,23,41,78,92,14,1,3,5,5,3,3,7,9,5,7,7,2,2,46,46,44,43,50,16,21,19,21,16,14.3,27.6,39.7,12,25.3,3.8,8.9,10.6,6,1.7,34,62,75,29,50,28,43,54,19,38,7.4,13.2,13,5,11.1,7,25,22,22,22,20,11,11,11,10,9,5,1,275
VIR0923,923,2016-04-28,8,39,60,21,40,79,92,13,3,7,5,3,7,5,5,9,5,7,7,1,1,45,36,40,35,41,18,19,18,20,20,13,11,6.4,4.8,14.1,4.8,3.8,2.8,1.6,6,47,48,22,26,44,37,36,25,15,45,4.1,5,3,1.9,4.6,7,18,16,16,15,17,9,8,9,8,7,3,10,135
VIR0929,929,2016-04-28,8,39,61,22,39,78,91,13,3,7,5,3,7,5,5,9,5,7,7,1,1,45,40,38,40,43,25,23,16,20,19,9.2,7,24.4,9.3,13.2,4.4,4.1,6.8,2.6,2.9,31,24,83,37,52,25,12,77,46,74,1.8,0.8,9,5.3,8.7,7,20,20,20,20,20,9,10,9,10,10,3,10,150
VIR0930,930,2016-04-28,8,37,60,23,41,78,89,11,3,7,5,3,7,5,5,5,5,1,5,1,1,44,50,42,40,45,16,17,18,19,15,31.1,27.8,22.1,12.1,39.3,6.4,9.8,4.2,3.3,8.8,109,78,79,35,115,121,99,102,50,156,14.3,15.1,13.7,6.8,21.1,7,18,20,20,20,20,9,10,10,9,10,3,11,145
VIR0931,931,2016-04-28,8,36,55,19,42,78,92,14,2,7,5,5,7,3,7,9,3,7,7,2,1,46,52,42,42,45,18,20,21,19,19,17.9,11.6,12,9.7,20.3,5.4,5.5,4.7,4,7.5,46,34,29,26,56,50,40,44,25,63,8.4,6.4,5.5,3,8.4,7,19,20,19,20,18,9,8,8,9,8,3,10,160
VIR0932,932,2016-04-28,8,36,55,19,40,76,90,14,3,7,5,3,7,5,5,5,5,1,5,2,1,43,50,40,55,50,25,15,18,18,16,7.3,20.6,9.8,13.4,9.2,2.6,6,4.3,4.3,3.8,13,52,26,36,19,22,69,35,47,26,3.6,9.3,3.8,6.4,3.6,7,20,17,20,19,19,9,8,10,11,10,3,10,160
VIR0933,933,2016-04-28,8,35,60,25,42,77,92,15,3,7,5,3,7,5,5,5,5,1,5,2,1,47,46,42,45,40,24,24,21,19,13,20.4,17,22.5,37.5,36.6,5.3,7,6.6,11.2,7.6,58,53,53,95,113,83,64,84,120,138,11.7,8.2,11.1,17.6,18,7,18,19,20,20,20,8,8,10,10,10,3,10,170
VIR0934,934,2016-04-28,8,38,67,29,40,78,90,12,3,7,5,3,7,3,7,9,5,7,5,2,1,37,40,38,42,36,16,23,16,20,18,9.1,14.2,17.4,6.7,11.5,3.7,4.5,5.2,2,3.3,31,41,62,29,47,46,56,76,37,64,4.1,5.8,7.1,3.5,6.9,7,18,19,18,19,19,9,9,10,9,9,3,10,115
VIR0935,935,2016-04-28,7,36,56,20,42,78,96,18,3,7,5,5,7,3,7,9,5,7,5,2,1,60,50,50,50,45,14,15,16,17,18,43.9,13.2,35.4,24,7.2,13.9,3.8,11.3,9,4.1,80,37,79,57,12,74,42,109,72,14,20,6.9,16.8,10.1,2.3,7,22,17,20,19,27,10,8,10,9,9,3,10,245
VIR0936,936,2016-04-28,8,35,55,20,40,75,88,13,3,7,5,5,7,3,7,5,5,1,5,2,2,47,47,47,50,48,22,21,25,21,21,7.4,14.5,14.9,28.9,17.7,4.9,6.9,4.6,7.2,5.9,12,30,41,82,50,16,33,55,96,62,1.7,4.6,7.8,15.2,9.1,7,19,20,20,21,20,10,10,10,8,10,3,10,145
VIR0940,940,2016-04-28,8,39,67,28,41,80,94,14,2,3,3,5,3,1,9,5,5,1,5,2,2,56,65,60,63,60,22,14,23,26,26,50.2,35.3,43.6,26.7,21.1,20.9,15.3,22.2,9.8,13.2,110,65,94,55,37,69,52,66,44,30,18.3,13.4,15.7,9.3,7.4,7,21,20,23,18,11,10,8,11,9,10,3,11,240
VIR0941,941,2016-04-28,7,40,56,16,35,75,88,13,1,3,5,5,3,5,5,5,5,1,5,2,2,40,40,50,50,45,18,17,22,19,17,8.6,12.8,10.8,26.8,24.3,3.9,4.8,4.5,8.2,6.4,23,39,36,80,74,21,39,39,92,81,3,5.4,4.4,13,13.2,7,18,17,20,19,20,9,8,10,8,9,3,10,145
VIR0943,943,2016-04-28,8,40,60,20,35,75,93,18,3,7,3,3,7,7,3,9,5,1,5,2,1,45,45,40,45,40,23,22,20,19,20,9.7,15.1,4.7,6.9,6,4.2,6.3,2.5,2.4,3.8,48,53,14,26,11,30,46,17,25,13,3.7,5.5,1.3,3.2,1.1,7,19,17,17,17,18,9,8,9,8,9,3,10,125
VIR0944,944,2016-04-28,8,37,55,18,36,73,84,11,3,7,3,3,7,7,3,9,5,1,5,2,1,41,40,40,35,42,19,19,21,24,25,6.7,7.4,6.2,3.4,7.4,2.6,3.3,3.2,1.4,2.5,22,23,19,11,28,32,20,27,14,34,2.5,2.1,1.5,1.3,3.1,7,16,20,20,20,20,8,11,10,9,9,3,10,105
VIR0945,945,2016-04-28,8,40,55,15,40,80,94,14,3,7,5,3,7,5,5,7,5,1,5,2,1,52,52,50,52,60,25,25,18,23,23,28.5,29.1,28.2,25,72.5,13.3,13.9,10.5,8.7,42.5,39,33,75,38,66,33,39,77,51,80,10,10.5,10.2,11.8,22,7,22,22,20,20,22,12,13,13,12,14,3,10,250
